occurrenceID	countryCode	declat	declong	elev	depth
	ZA	-33.625	18.625		
	ZA	-33.875	19.875		
	ZA	-33.875	19.125		
	ZA	-34.125	18.375		
	ZA	-32.375	19.125		
	ZA	-34.125	18.625		
	ZA	-34.125	18.375		
	ZA	-34.125	19.125		
	ZA	-33.625	18.875		
	ZA	-33.875	18.375		
	ZA	-33.875	20.125		
	ZA	-31.625	18.625		
	ZA	-34.125	18.875		
	ZA	-33.625	18.875		
	ZA	-32.875	18.625		
	ZA	-33.375	18.375		
	ZA	-31.375	19.125		
	ZA	-33.875	20.125		
	ZA	-31.125	18.375		
	ZA	-34.125	18.375		
	ZA	-33.875	18.375		
	ZA	-34.125	18.625		
	ZA	-33.875	19.375		
	ZA	-33.875	18.375		
	ZA	-34.125	20.375		
	ZA	-33.625	18.375		
	ZA	-34.625	19.375		
	ZA				
	ZA	-34.375	18.375		
	ZA	-33.875	18.375		
	ZA	-32.375	19.125		
	ZA	-33.125	18.125		
	ZA	-33.375	19.625		
	ZA	-34.125	18.625		
	ZA	-33.125	19.375		
	ZA	-32.625	19.125		
	ZA	-32.875	18.625		
	ZA	-33.625	22.625		
	ZA	-32.875	19.125		
	ZA	-34.875	19.625		
	ZA				
	ZA	-33.875	18.375		
	ZA	-33.875	18.875		
	ZA	-33.125	18.375		
	ZA	-31.125	18.375		
	ZA				
	ZA	-33.375	18.375		
	ZA				
	ZA				
	ZA	-32.125	19.125		
	ZA	-33.375	19.125		
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA	-33.625	18.375		
	ZA				
	ZA	-32.125	18.875		
	ZA	-32.125	18.875		
	ZA	-34.125	21.625		
	ZA	-34.125	18.875		
	ZA	-34.125	20.625		
	ZA	-32.125	19.125		
	ZA				
	ZA	-33.375	19.125		
	ZA	-32.125	20.125		
	ZA	-33.375	19.125		
	ZA	-31.625	18.875		
	ZA	-32.625	20.125		
	ZA	-32.625	20.375		
	ZA	-32.875	20.625		
	ZA	-32.125	19.125		
	ZA	-32.125	19.125		
	ZA	-32.375	19.125		
	ZA	-33.625	18.625		
	ZA	-32.375	19.125		
	ZA	-33.625	21.875		
	ZA	-33.625	19.375		
	ZA	-32.125	19.125		
	ZA	-32.125	20.125		
	ZA	-32.125	20.125		
	ZA	-32.125	20.125		
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129248	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129255	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129261	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129286	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129291	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129226	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129229	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129230	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129242	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129250	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129254	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129265	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129277	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129247	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129244	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129293	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129296	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129228	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129233	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129238	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129239	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129241	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129253	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129272	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129275	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129278	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00482801	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00482802	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129269	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129273	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129225	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129232	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129236	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129237	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129243	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129249	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129264	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129268	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129274	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129289	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129276	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129227	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129295	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129231	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129245	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129280	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129284	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129263	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129279	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129290	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129292	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129246	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129257	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129258	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129260	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129267	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129285	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129288	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129281	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129294	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129224	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129252	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129259	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129262	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129266	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129271	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129282	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129256	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129234	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129235	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129240	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129251	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129283	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129270	ZA				
http://coldb.mnhn.fr/catalognumber/mnhn/p/p00129287	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA				
	ZA	-31.625	18.875		
	ZA	-33.875	18.375		
UPS:BOT:V-133455	ZA				
UPS:BOT:V-133439	ZA				
UPS:BOT:V-133438	ZA				
	ZA			158.5	
	ZA			609.6	
	ZA			762	
	ZA			112.17	
	ZA				
	ZA			609.6	
	ZA			1005.84	
	ZA				
	ZA	-34.19722	22.11806	30.48	
	ZA				
